row,id,travel_datetime,travel_date,pointtype,name,sleepcategory,nonights,next_id,next_travel_datetime,next_travel_date,next_pointtype,next_name,day_diff_to_next_entry,status,
575,571,7/20/2024 0:10,7/20/2024,waypoint,Täsch Train station,,0,572,7/20/2024 0:12,7/20/2024,waypoint,Zermatt train station,0,not_sleep,
576,572,7/20/2024 0:12,7/20/2024,waypoint,Zermatt train station,,0,573,7/20/2024 0:14,7/20/2024,sleep,Zermatt Triftweg 46,0,not_sleep,
577,573,7/20/2024 0:14,7/20/2024,sleep,Zermatt Triftweg 46,volunteering,9,578,7/29/2024 0:00,7/29/2024,sleep,Zermatt Lost Valley,9,match,
578,578,7/29/2024 0:00,7/29/2024,sleep,Zermatt Lost Valley,camping,1,579,7/30/2024 0:00,7/30/2024,sleep,Zermatt Triftweg 46,1,match,
579,579,7/30/2024 0:00,7/30/2024,sleep,Zermatt Triftweg 46,volunteering,1,580,7/31/2024 0:00,7/31/2024,waypoint,Zermatt Spiss,1,match,
580,580,7/31/2024 0:00,7/31/2024,waypoint,Zermatt Spiss,,0,581,7/31/2024 0:01,7/31/2024,waypoint,St Niklaus,0,not_sleep,
581,581,7/31/2024 0:01,7/31/2024,waypoint,St Niklaus,,0,582,7/31/2024 0:02,7/31/2024,sleep,Schlieren Parent's house,0,not_sleep,
582,582,7/31/2024 0:02,7/31/2024,sleep,Schlieren Parent's house,friends,8,583,7/31/2024 0:02,7/31/2024,sleep,Schlieren Parent's house,0,mismatch,-8
583,583,7/31/2024 0:02,7/31/2024,sleep,Schlieren Parent's house,friends,8,584,8/8/2024 0:00,8/8/2024,waypoint,Schlieren Highway Entrance,8,match,
584,584,8/8/2024 0:00,8/8/2024,waypoint,Schlieren Highway Entrance,,0,585,8/8/2024 0:01,8/8/2024,waypoint,Gisikon,0,not_sleep,
585,585,8/8/2024 0:01,8/8/2024,waypoint,Gisikon,,0,586,8/8/2024 0:02,8/8/2024,waypoint,Luzern,0,not_sleep,
586,586,8/8/2024 0:02,8/8/2024,waypoint,Luzern,,0,587,8/8/2024 0:04,8/8/2024,waypoint,Dallenwil,0,not_sleep,
587,587,8/8/2024 0:04,8/8/2024,waypoint,Dallenwil,,0,588,8/8/2024 0:05,8/8/2024,waypoint,Musenalp,0,not_sleep,
588,588,8/8/2024 0:05,8/8/2024,waypoint,Musenalp,,0,589,8/8/2024 0:06,8/8/2024,sleep,Musenalp,0,not_sleep,
589,589,8/8/2024 0:06,8/8/2024,sleep,Musenalp,camping,1,590,8/9/2024 0:00,8/9/2024,waypoint,Musenalp,1,match,
590,590,8/9/2024 0:00,8/9/2024,waypoint,Musenalp,,0,591,8/9/2024 0:01,8/9/2024,waypoint,Dallenwil,0,not_sleep,
591,591,8/9/2024 0:01,8/9/2024,waypoint,Dallenwil,,0,592,8/9/2024 0:02,8/9/2024,waypoint,Hergiswil,0,not_sleep,
592,592,8/9/2024 0:02,8/9/2024,waypoint,Hergiswil,,0,593,8/9/2024 0:03,8/9/2024,waypoint,Giswil,0,not_sleep,
593,593,8/9/2024 0:03,8/9/2024,waypoint,Giswil,,0,594,8/9/2024 0:05,8/9/2024,waypoint,Obi Reststop,0,not_sleep,
594,594,8/9/2024 0:05,8/9/2024,waypoint,Obi Reststop,,0,595,8/9/2024 0:06,8/9/2024,waypoint,Interlaken,0,not_sleep,
595,595,8/9/2024 0:06,8/9/2024,waypoint,Interlaken,,0,596,8/9/2024 0:07,8/9/2024,waypoint,Bern,0,not_sleep,
596,596,8/9/2024 0:07,8/9/2024,waypoint,Bern,,0,597,8/9/2024 0:08,8/9/2024,waypoint,Münsingen,0,not_sleep,
597,597,8/9/2024 0:08,8/9/2024,waypoint,Münsingen,,0,598,8/9/2024 0:09,8/9/2024,sleep,Münsingen,0,not_sleep,
598,598,8/9/2024 0:09,8/9/2024,sleep,Münsingen,camping,1,599,8/10/2024 0:00,8/10/2024,waypoint,Münsingen,1,match,
599,599,8/10/2024 0:00,8/10/2024,waypoint,Münsingen,,0,600,8/10/2024 0:01,8/10/2024,waypoint,Thun,0,not_sleep,
600,600,8/10/2024 0:01,8/10/2024,waypoint,Thun,,0,601,8/10/2024 0:02,8/10/2024,waypoint,Kandersteg,0,not_sleep,
601,601,8/10/2024 0:02,8/10/2024,waypoint,Kandersteg,,0,602,8/10/2024 0:03,8/10/2024,waypoint,Goppenstein,0,not_sleep,
602,602,8/10/2024 0:03,8/10/2024,waypoint,Goppenstein,,0,603,8/10/2024 0:05,8/10/2024,sleep,"Wiler, Lötschental",0,not_sleep,
603,603,8/10/2024 0:05,8/10/2024,sleep,"Wiler, Lötschental",airbnb,4,605,8/14/2024 0:00,8/14/2024,waypoint,Gampel,4,match,
604,605,8/14/2024 0:00,8/14/2024,waypoint,Gampel,,0,606,8/14/2024 0:01,8/14/2024,waypoint,Gampel-Steg,0,not_sleep,
605,606,8/14/2024 0:01,8/14/2024,waypoint,Gampel-Steg,,0,607,8/14/2024 0:02,8/14/2024,waypoint,Riddes,0,not_sleep,
606,607,8/14/2024 0:02,8/14/2024,waypoint,Riddes,,0,608,8/14/2024 0:04,8/14/2024,waypoint,Martigny,0,not_sleep,
607,608,8/14/2024 0:04,8/14/2024,waypoint,Martigny,,0,609,8/14/2024 0:05,8/14/2024,waypoint,Martigny,0,not_sleep,
608,609,8/14/2024 0:05,8/14/2024,waypoint,Martigny,,0,610,8/14/2024 0:06,8/14/2024,waypoint,Trient,0,not_sleep,
609,610,8/14/2024 0:06,8/14/2024,waypoint,Trient,,0,611,8/14/2024 0:07,8/14/2024,sleep,Peuty Camping,0,not_sleep,
610,611,8/14/2024 0:07,8/14/2024,sleep,Peuty Camping,camping,1,612,8/15/2024 0:00,8/15/2024,waypoint,Trient,1,match,
611,612,8/15/2024 0:00,8/15/2024,waypoint,Trient,,0,613,8/15/2024 0:01,8/15/2024,waypoint,Martigny,0,not_sleep,
612,613,8/15/2024 0:01,8/15/2024,waypoint,Martigny,,0,614,8/15/2024 0:03,8/15/2024,waypoint,Relais de St-Bernard,0,not_sleep,
613,614,8/15/2024 0:03,8/15/2024,waypoint,Relais de St-Bernard,,0,615,8/15/2024 0:04,8/15/2024,waypoint,Sierre,0,not_sleep,
614,615,8/15/2024 0:04,8/15/2024,waypoint,Sierre,,0,616,8/15/2024 0:06,8/15/2024,waypoint,Gampel,0,not_sleep,
615,616,8/15/2024 0:06,8/15/2024,waypoint,Gampel,,0,617,8/15/2024 0:07,8/15/2024,waypoint,Goppenstein,0,not_sleep,
616,617,8/15/2024 0:07,8/15/2024,waypoint,Goppenstein,,0,618,8/15/2024 0:08,8/15/2024,sleep,"Wiler, Lötschental",0,not_sleep,
617,618,8/15/2024 0:08,8/15/2024,sleep,"Wiler, Lötschental",airbnb,1,604,8/16/2024 0:00,8/16/2024,waypoint,Goppnstein,1,match,
618,604,8/16/2024 0:00,8/16/2024,waypoint,Goppnstein,,0,619,8/16/2024 0:01,8/16/2024,waypoint,Gampel-Steg,0,not_sleep,
619,619,8/16/2024 0:01,8/16/2024,waypoint,Gampel-Steg,,0,620,8/16/2024 0:03,8/16/2024,waypoint,Pfynwald,0,not_sleep,
620,620,8/16/2024 0:03,8/16/2024,waypoint,Pfynwald,,0,621,8/16/2024 0:04,8/16/2024,waypoint,Relais de St-Benard,0,not_sleep,
621,621,8/16/2024 0:04,8/16/2024,waypoint,Relais de St-Benard,,0,622,8/16/2024 0:06,8/16/2024,waypoint,Etoy,0,not_sleep,
622,622,8/16/2024 0:06,8/16/2024,waypoint,Etoy,,0,623,8/16/2024 0:07,8/16/2024,waypoint,Geneva Airport,0,not_sleep,
623,623,8/16/2024 0:07,8/16/2024,waypoint,Geneva Airport,,0,624,8/16/2024 0:08,8/16/2024,waypoint,Geneva,0,not_sleep,
624,624,8/16/2024 0:08,8/16/2024,waypoint,Geneva,,0,625,8/16/2024 0:09,8/16/2024,waypoint,Lausanne rest stop,0,not_sleep,
625,625,8/16/2024 0:09,8/16/2024,waypoint,Lausanne rest stop,,0,626,8/16/2024 0:10,8/16/2024,waypoint,Gruyere rest stop,0,not_sleep,
626,626,8/16/2024 0:10,8/16/2024,waypoint,Gruyere rest stop,,0,627,8/16/2024 0:11,8/16/2024,waypoint,Bern Grauholz rest stop,0,not_sleep,
627,627,8/16/2024 0:11,8/16/2024,waypoint,Bern Grauholz rest stop,,0,628,8/16/2024 1:12,8/16/2024,sleep,Bern Grauholz,0,not_sleep,
628,628,8/16/2024 1:12,8/16/2024,sleep,Bern Grauholz,camping,1,630,8/17/2024 0:00,8/17/2024,waypoint,Bern Grauholz rest stop,1,match,
629,630,8/17/2024 0:00,8/17/2024,waypoint,Bern Grauholz rest stop,,0,629,8/17/2024 0:01,8/17/2024,waypoint,Weil am Rhein,0,not_sleep,
630,629,8/17/2024 0:01,8/17/2024,waypoint,Weil am Rhein,,0,631,8/17/2024 0:02,8/17/2024,waypoint,Frankfurt Gräfingen rest stop ,0,not_sleep,
631,631,8/17/2024 0:02,8/17/2024,waypoint,Frankfurt Gräfingen rest stop ,,0,632,8/17/2024 0:05,8/17/2024,waypoint,Wetterau rest stop,0,not_sleep,
632,632,8/17/2024 0:05,8/17/2024,waypoint,Wetterau rest stop,,0,633,8/17/2024 0:08,8/17/2024,waypoint,Göttingen,0,not_sleep,
633,633,8/17/2024 0:08,8/17/2024,waypoint,Göttingen,,0,634,8/17/2024 0:10,8/17/2024,sleep,Göttingen Wald,0,not_sleep,
634,634,8/17/2024 0:10,8/17/2024,sleep,Göttingen Wald,camping,3,635,8/20/2024 0:00,8/20/2024,sleep,Berlin David's Home,3,match,
635,635,8/20/2024 0:00,8/20/2024,sleep,Berlin David's Home,friends,3,636,8/23/2024 0:00,8/23/2024,waypoint,Rest area Erfurt,3,match,
636,636,8/23/2024 0:00,8/23/2024,waypoint,Rest area Erfurt,,0,637,8/23/2024 0:01,8/23/2024,waypoint,Rest area Reinhardshain,0,not_sleep,
637,637,8/23/2024 0:01,8/23/2024,waypoint,Rest area Reinhardshain,,0,638,8/23/2024 0:02,8/23/2024,waypoint,Frankfurt rest area,0,not_sleep,
638,638,8/23/2024 0:02,8/23/2024,waypoint,Frankfurt rest area,,0,639,8/24/2024 0:00,8/24/2024,waypoint,Rest area Bruchsal,1,not_sleep,
639,639,8/24/2024 0:00,8/24/2024,waypoint,Rest area Bruchsal,,0,640,8/24/2024 0:01,8/24/2024,waypoint,Aire de la Porte d'Alsace,0,not_sleep,
640,640,8/24/2024 0:01,8/24/2024,waypoint,Aire de la Porte d'Alsace,,0,641,8/24/2024 0:03,8/24/2024,waypoint,Aire du Bois des Potets,0,not_sleep,
641,641,8/24/2024 0:03,8/24/2024,waypoint,Aire du Bois des Potets,,0,642,8/24/2024 0:04,8/24/2024,waypoint,Beaune rest stop,0,not_sleep,
642,642,8/24/2024 0:04,8/24/2024,waypoint,Beaune rest stop,,0,643,8/24/2024 0:05,8/24/2024,sleep,Etangs d'Or,0,not_sleep,
643,643,8/24/2024 0:05,8/24/2024,sleep,Etangs d'Or,camping,1,644,8/25/2024 0:00,8/25/2024,waypoint,Beaune rest stop,1,match,
644,644,8/25/2024 0:00,8/25/2024,waypoint,Beaune rest stop,,0,645,8/25/2024 0:01,8/25/2024,waypoint,Chalon-sur-Saone,0,not_sleep,
645,645,8/25/2024 0:01,8/25/2024,waypoint,Chalon-sur-Saone,,0,646,8/25/2024 0:01,8/25/2024,waypoint,Chalon-sur-Saone,0,not_sleep,
646,646,8/25/2024 0:01,8/25/2024,waypoint,Chalon-sur-Saone,,0,647,8/25/2024 0:03,8/25/2024,waypoint,Montchanin,0,not_sleep,
647,647,8/25/2024 0:03,8/25/2024,waypoint,Montchanin,,0,648,8/25/2024 0:04,8/25/2024,waypoint,Montceau-les-Mines,0,not_sleep,
648,648,8/25/2024 0:04,8/25/2024,waypoint,Montceau-les-Mines,,0,649,8/25/2024 0:05,8/25/2024,waypoint,Les Muratons,0,not_sleep,
649,649,8/25/2024 0:05,8/25/2024,waypoint,Les Muratons,,0,650,8/25/2024 0:06,8/25/2024,waypoint,Vieure,0,not_sleep,
650,650,8/25/2024 0:06,8/25/2024,waypoint,Vieure,,0,651,8/25/2024 0:07,8/25/2024,waypoint,Aire des Volcans,0,not_sleep,
651,651,8/25/2024 0:07,8/25/2024,waypoint,Aire des Volcans,,0,652,8/25/2024 0:08,8/25/2024,waypoint,Tulle,0,not_sleep,
652,652,8/25/2024 0:08,8/25/2024,waypoint,Tulle,,0,653,8/25/2024 0:09,8/25/2024,sleep,Curemont,0,not_sleep,
653,653,8/25/2024 0:09,8/25/2024,sleep,Curemont,house,1,654,8/26/2024 0:00,8/26/2024,waypoint,Souillac,1,match,
654,654,8/26/2024 0:00,8/26/2024,waypoint,Souillac,,0,655,8/26/2024 0:01,8/26/2024,waypoint,Peage,0,not_sleep,
655,655,8/26/2024 0:01,8/26/2024,waypoint,Peage,,0,656,8/26/2024 0:02,8/26/2024,waypoint,Caussade,0,not_sleep,
656,656,8/26/2024 0:02,8/26/2024,waypoint,Caussade,,0,657,8/26/2024 0:04,8/26/2024,waypoint,Peage Montauban,0,not_sleep,
657,657,8/26/2024 0:04,8/26/2024,waypoint,Peage Montauban,,0,658,8/26/2024 0:05,8/26/2024,waypoint,Peage Toulouse,0,not_sleep,
658,658,8/26/2024 0:05,8/26/2024,waypoint,Peage Toulouse,,0,659,8/26/2024 0:06,8/26/2024,waypoint,Lannemezan,0,not_sleep,
659,659,8/26/2024 0:06,8/26/2024,waypoint,Lannemezan,,0,660,8/26/2024 19:09,8/26/2024,waypoint,Barossa,0,not_sleep,
660,660,8/26/2024 19:09,8/26/2024,waypoint,Barossa,,0,661,8/26/2024 19:10,8/26/2024,sleep,Valle de Barossa,0,not_sleep,
661,661,8/26/2024 19:10,8/26/2024,sleep,Valle de Barossa,camping,1,662,8/27/2024 0:00,8/27/2024,waypoint,Barrosa,1,match,
662,662,8/27/2024 0:00,8/27/2024,waypoint,Barrosa,,0,663,8/27/2024 0:01,8/27/2024,waypoint,Bielsa,0,not_sleep,
663,663,8/27/2024 0:01,8/27/2024,waypoint,Bielsa,,0,664,8/27/2024 0:02,8/27/2024,waypoint,Ainsa,0,not_sleep,
664,664,8/27/2024 0:02,8/27/2024,waypoint,Ainsa,,0,665,8/27/2024 0:04,8/27/2024,waypoint,Boltana,0,not_sleep,
665,665,8/27/2024 0:04,8/27/2024,waypoint,Boltana,,0,666,8/27/2024 0:05,8/27/2024,waypoint,Javonas,0,not_sleep,
666,666,8/27/2024 0:05,8/27/2024,waypoint,Javonas,,0,667,8/27/2024 0:06,8/27/2024,waypoint,Sabinanigo,0,not_sleep,
667,667,8/27/2024 0:06,8/27/2024,waypoint,Sabinanigo,,0,668,8/27/2024 0:06,8/27/2024,waypoint,Sabinanigo,0,not_sleep,
668,668,8/27/2024 0:06,8/27/2024,waypoint,Sabinanigo,,0,669,8/27/2024 0:10,8/27/2024,waypoint,Zaragoza,0,not_sleep,
669,669,8/27/2024 0:10,8/27/2024,waypoint,Zaragoza,,0,670,8/27/2024 0:11,8/27/2024,sleep,Zaragoza,0,not_sleep,
670,670,8/27/2024 0:11,8/27/2024,sleep,Zaragoza,camping,1,671,8/28/2024 0:00,8/28/2024,waypoint,Zaragoza,1,match,
671,671,8/28/2024 0:00,8/28/2024,waypoint,Zaragoza,,0,672,8/28/2024 0:01,8/28/2024,waypoint,Zaragoza outskirts,0,not_sleep,
672,672,8/28/2024 0:01,8/28/2024,waypoint,Zaragoza outskirts,,0,673,8/28/2024 0:02,8/28/2024,waypoint,Madrid Legazpi,0,not_sleep,
673,673,8/28/2024 0:02,8/28/2024,waypoint,Madrid Legazpi,,0,674,8/28/2024 0:04,8/28/2024,sleep,Madrid OK Hostel,0,not_sleep,
674,674,8/28/2024 0:04,8/28/2024,sleep,Madrid OK Hostel,hostel,1,675,8/29/2024 0:00,8/29/2024,waypoint,Madrid Airport,1,match,
675,675,8/29/2024 0:00,8/29/2024,waypoint,Madrid Airport,,0,676,8/29/2024 0:01,8/29/2024,waypoint,Bogota airport,0,not_sleep,
676,676,8/29/2024 0:01,8/29/2024,waypoint,Bogota airport,,0,677,8/29/2024 0:04,8/29/2024,waypoint,Bogota,0,not_sleep,
677,677,8/29/2024 0:04,8/29/2024,waypoint,Bogota,,0,678,8/29/2024 0:05,8/29/2024,sleep,Bogota,0,not_sleep,
678,678,8/29/2024 0:05,8/29/2024,sleep,Bogota,house,1,679,8/30/2024 0:00,8/30/2024,waypoint,Bogota Portal Norte,1,match,
679,679,8/30/2024 0:00,8/30/2024,waypoint,Bogota Portal Norte,,0,680,8/30/2024 0:00,8/30/2024,waypoint,Bogota Portal Norte,0,not_sleep,
680,680,8/30/2024 0:00,8/30/2024,waypoint,Bogota Portal Norte,,0,681,8/30/2024 0:01,8/30/2024,waypoint,Bogota outskirts,0,not_sleep,
681,681,8/30/2024 0:01,8/30/2024,waypoint,Bogota outskirts,,0,682,8/30/2024 0:02,8/30/2024,waypoint,Bogota outskirts,0,not_sleep,
682,682,8/30/2024 0:02,8/30/2024,waypoint,Bogota outskirts,,0,683,8/30/2024 0:04,8/30/2024,waypoint,Bogota outskirts,0,not_sleep,
683,683,8/30/2024 0:04,8/30/2024,waypoint,Bogota outskirts,,0,684,8/30/2024 0:05,8/30/2024,sleep,Bogota outskirts,0,not_sleep,
684,684,8/30/2024 0:05,8/30/2024,sleep,Bogota outskirts,camping,1,685,8/30/2024 0:06,8/30/2024,waypoint,Bogota bus terminal,0,mismatch,-1
685,685,8/30/2024 0:06,8/30/2024,waypoint,Bogota bus terminal,,0,686,8/30/2024 0:07,8/30/2024,waypoint,Ruta 90,0,not_sleep,
686,686,8/30/2024 0:07,8/30/2024,waypoint,Ruta 90,,0,687,8/31/2024 0:00,8/31/2024,sleep,Costeno Beach Hostel,1,not_sleep,
687,687,8/31/2024 0:00,8/31/2024,sleep,Costeno Beach Hostel,volunteering,14,688,9/15/2024 0:00,9/15/2024,waypoint,Ruta 90,15,mismatch,1
688,688,9/15/2024 0:00,9/15/2024,waypoint,Ruta 90,,0,689,9/15/2024 0:01,9/15/2024,waypoint,Tayrona,0,not_sleep,
689,689,9/15/2024 0:01,9/15/2024,waypoint,Tayrona,,0,690,9/15/2024 0:02,9/15/2024,waypoint,Santa Marta ourskirts,0,not_sleep,
690,690,9/15/2024 0:02,9/15/2024,waypoint,Santa Marta ourskirts,,0,691,9/15/2024 0:03,9/15/2024,waypoint,Yucal,0,not_sleep,
691,691,9/15/2024 0:03,9/15/2024,waypoint,Yucal,,0,692,9/15/2024 0:04,9/15/2024,waypoint,Minca,0,not_sleep,
692,692,9/15/2024 0:04,9/15/2024,waypoint,Minca,,0,693,9/15/2024 0:06,9/15/2024,sleep,Minca,0,not_sleep,
693,693,9/15/2024 0:06,9/15/2024,sleep,Minca,camping,1,694,9/16/2024 0:00,9/16/2024,sleep,Eco Point Hostel,1,match,
694,694,9/16/2024 0:00,9/16/2024,sleep,Eco Point Hostel,hostel,2,695,9/18/2024 0:00,9/18/2024,waypoint,Way to Cerro Kennedy,2,match,
695,695,9/18/2024 0:00,9/18/2024,waypoint,Way to Cerro Kennedy,,0,696,9/18/2024 0:01,9/18/2024,waypoint,El Campano,0,not_sleep,
696,696,9/18/2024 0:01,9/18/2024,waypoint,El Campano,,0,697,9/18/2024 0:03,9/18/2024,waypoint,Tagua,0,not_sleep,
697,697,9/18/2024 0:03,9/18/2024,waypoint,Tagua,,0,698,9/18/2024 0:05,9/18/2024,sleep,Collegio,0,not_sleep,
698,698,9/18/2024 0:05,9/18/2024,sleep,Collegio,camping,1,699,9/19/2024 0:00,9/19/2024,sleep,Cerro Kennedy,1,match,
699,699,9/19/2024 0:00,9/19/2024,sleep,Cerro Kennedy,camping,1,700,9/20/2024 0:00,9/20/2024,sleep,Way to Cerro Kennedy,1,match,
700,700,9/20/2024 0:00,9/20/2024,sleep,Way to Cerro Kennedy,camping,1,701,9/21/2024 0:00,9/21/2024,waypoint,Tagua,1,match,
701,701,9/21/2024 0:00,9/21/2024,waypoint,Tagua,,0,702,9/21/2024 0:01,9/21/2024,waypoint,Minca,0,not_sleep,
702,702,9/21/2024 0:01,9/21/2024,waypoint,Minca,,0,703,9/21/2024 0:03,9/21/2024,waypoint,Santa Marta,0,not_sleep,
703,703,9/21/2024 0:03,9/21/2024,waypoint,Santa Marta,,0,704,9/21/2024 0:06,9/21/2024,sleep,Believer Hostal,0,not_sleep,
704,704,9/21/2024 0:06,9/21/2024,sleep,Believer Hostal,hostel,2,705,9/23/2024 0:00,9/23/2024,waypoint,Santa Marta,2,match,
705,705,9/23/2024 0:00,9/23/2024,waypoint,Santa Marta,,0,706,9/23/2024 0:01,9/23/2024,waypoint,Santa Marta outskirts,0,not_sleep,
706,706,9/23/2024 0:01,9/23/2024,waypoint,Santa Marta outskirts,,0,707,9/23/2024 0:03,9/23/2024,waypoint,Cienaga,0,not_sleep,
707,707,9/23/2024 0:03,9/23/2024,waypoint,Cienaga,,0,708,9/23/2024 0:05,9/23/2024,waypoint,Barranquilla outskirts,0,not_sleep,
708,708,9/23/2024 0:05,9/23/2024,waypoint,Barranquilla outskirts,,0,709,9/23/2024 0:06,9/23/2024,sleep,Barranquilla Couchsurfing,0,not_sleep,
709,709,9/23/2024 0:06,9/23/2024,sleep,Barranquilla Couchsurfing,couchsurfing,2,710,9/25/2024 0:00,9/25/2024,waypoint,Barranquilla,2,match,
710,710,9/25/2024 0:00,9/25/2024,waypoint,Barranquilla,,0,711,9/25/2024 0:01,9/25/2024,waypoint,Barranquilla outskirts,0,not_sleep,
711,711,9/25/2024 0:01,9/25/2024,waypoint,Barranquilla outskirts,,0,712,9/25/2024 0:03,9/25/2024,waypoint,Cienaga,0,not_sleep,
712,712,9/25/2024 0:03,9/25/2024,waypoint,Cienaga,,0,713,9/25/2024 0:05,9/25/2024,waypoint,Santa Marta ourkirts,0,not_sleep,
713,713,9/25/2024 0:05,9/25/2024,waypoint,Santa Marta ourkirts,,0,714,9/25/2024 0:06,9/25/2024,sleep,Santa Marta,0,not_sleep,
714,714,9/25/2024 0:06,9/25/2024,sleep,Santa Marta,airbnb,1,715,9/26/2024 0:00,9/26/2024,waypoint,Barrio 11 Noviembre,1,match,
715,715,9/26/2024 0:00,9/26/2024,waypoint,Barrio 11 Noviembre,,0,716,9/26/2024 0:01,9/26/2024,waypoint,Paso de Mango,0,not_sleep,
716,716,9/26/2024 0:01,9/26/2024,waypoint,Paso de Mango,,0,717,9/26/2024 0:04,9/26/2024,sleep,Caoba Farm,0,not_sleep,
717,717,9/26/2024 0:04,9/26/2024,sleep,Caoba Farm,camping,1,718,9/27/2024 0:00,9/27/2024,sleep,Jungle,1,match,
718,718,9/27/2024 0:00,9/27/2024,sleep,Jungle,camping,2,719,9/29/2024 0:00,9/29/2024,waypoint,Bonda,2,match,
719,719,9/29/2024 0:00,9/29/2024,waypoint,Bonda,,0,720,9/29/2024 0:01,9/29/2024,waypoint,Barrio 11 Noviembre,0,not_sleep,
720,720,9/29/2024 0:01,9/29/2024,waypoint,Barrio 11 Noviembre,,0,721,9/29/2024 0:04,9/29/2024,sleep,Believer Hostel,0,not_sleep,
721,721,9/29/2024 0:04,9/29/2024,sleep,Believer Hostel,hostel,1,722,9/30/2024 0:00,9/30/2024,waypoint,Ruta 90,1,match,
722,722,9/30/2024 0:00,9/30/2024,waypoint,Ruta 90,,0,723,9/30/2024 0:01,9/30/2024,sleep,Beach next to Costeno,0,not_sleep,
723,723,9/30/2024 0:01,9/30/2024,sleep,Beach next to Costeno,camping,2,724,10/2/2024 0:00,10/2/2024,waypoint,Ruta 90,2,match,
724,724,10/2/2024 0:00,10/2/2024,waypoint,Ruta 90,,0,725,10/2/2024 0:01,10/2/2024,waypoint,Mingueo,0,not_sleep,
725,725,10/2/2024 0:01,10/2/2024,waypoint,Mingueo,,0,726,10/2/2024 0:02,10/2/2024,sleep,Mingueo,0,not_sleep,
726,726,10/2/2024 0:02,10/2/2024,sleep,Mingueo,camping,1,728,10/3/2024 0:00,10/3/2024,waypoint,Mingueo,1,match,
727,728,10/3/2024 0:00,10/3/2024,waypoint,Mingueo,,0,727,10/3/2024 0:01,10/3/2024,waypoint,Maicao,0,not_sleep,
728,727,10/3/2024 0:01,10/3/2024,waypoint,Maicao,,0,729,10/3/2024 0:03,10/3/2024,sleep,Maicao outskirts,0,not_sleep,
729,729,10/3/2024 0:03,10/3/2024,sleep,Maicao outskirts,camping,1,730,10/4/2024 0:00,10/4/2024,waypoint,Police checkpoint,1,match,
730,730,10/4/2024 0:00,10/4/2024,waypoint,Police checkpoint,,0,731,10/4/2024 0:01,10/4/2024,waypoint,San Juan de Cesar,0,not_sleep,
731,731,10/4/2024 0:01,10/4/2024,waypoint,San Juan de Cesar,,0,732,10/4/2024 0:03,10/4/2024,waypoint,San Juan de Cesar,0,not_sleep,
732,732,10/4/2024 0:03,10/4/2024,waypoint,San Juan de Cesar,,0,733,10/4/2024 0:05,10/4/2024,waypoint,Valledupar,0,not_sleep,
733,733,10/4/2024 0:05,10/4/2024,waypoint,Valledupar,,0,734,10/4/2024 0:06,10/4/2024,sleep,Valledupar rio,0,not_sleep,
734,734,10/4/2024 0:06,10/4/2024,sleep,Valledupar rio,camping,3,735,10/7/2024 0:00,10/7/2024,sleep,Valledupar outskirts,3,match,
735,735,10/7/2024 0:00,10/7/2024,sleep,Valledupar outskirts,camping,1,736,10/8/2024 0:00,10/8/2024,sleep,Valledupar parque de la vida,1,match,
736,736,10/8/2024 0:00,10/8/2024,sleep,Valledupar parque de la vida,camping,1,737,10/9/2024 0:00,10/9/2024,waypoint,Valledupar,1,match,
737,737,10/9/2024 0:00,10/9/2024,waypoint,Valledupar,,0,738,10/9/2024 0:01,10/9/2024,waypoint,Valledupar outskirts,0,not_sleep,
738,738,10/9/2024 0:01,10/9/2024,waypoint,Valledupar outskirts,,0,739,10/9/2024 0:04,10/9/2024,waypoint,La paz,0,not_sleep,
739,739,10/9/2024 0:04,10/9/2024,waypoint,La paz,,0,740,10/9/2024 0:06,10/9/2024,sleep,"La paz, rio",0,not_sleep,
740,740,10/9/2024 0:06,10/9/2024,sleep,"La paz, rio",camping,1,741,10/10/2024 0:00,10/10/2024,waypoint,Manaure,1,match,
741,741,10/10/2024 0:00,10/10/2024,waypoint,Manaure,,0,742,10/10/2024 0:01,10/10/2024,sleep,Manaure,0,not_sleep,
742,742,10/10/2024 0:01,10/10/2024,sleep,Manaure,camping,1,743,10/11/2024 0:00,10/11/2024,sleep,Pozo Azul,1,match,
743,743,10/11/2024 0:00,10/11/2024,sleep,Pozo Azul,camping,1,744,10/12/2024 0:00,10/12/2024,sleep,Manaure,1,match,
744,744,10/12/2024 0:00,10/12/2024,sleep,Manaure,camping,2,745,10/14/2024 0:00,10/14/2024,waypoint,Manaure ,2,match,
745,745,10/14/2024 0:00,10/14/2024,waypoint,Manaure ,,0,746,10/14/2024 0:01,10/14/2024,waypoint,La Paz,0,not_sleep,
746,746,10/14/2024 0:01,10/14/2024,waypoint,La Paz,,0,747,10/14/2024 0:02,10/14/2024,sleep,La Paz,0,not_sleep,
747,747,10/14/2024 0:02,10/14/2024,sleep,La Paz,camping,1,748,10/15/2024 0:00,10/15/2024,waypoint,Urumita,1,match,
748,748,10/15/2024 0:00,10/15/2024,waypoint,Urumita,,0,749,10/15/2024 0:01,10/15/2024,waypoint,El Molino,0,not_sleep,
749,749,10/15/2024 0:01,10/15/2024,waypoint,El Molino,,0,750,10/15/2024 0:03,10/15/2024,waypoint,Barrancas,0,not_sleep,
750,750,10/15/2024 0:03,10/15/2024,waypoint,Barrancas,,0,751,10/15/2024 0:05,10/15/2024,waypoint,Papayal,0,not_sleep,
