"leg_id","timestamp_utc","from_key","to_key","from_name","to_name","transport","route_source","route_confidence"
"1","2023-10-02 22:00:05","1696284004000","1696284005000","Tarragona beach","Tarragona beach","foot","arcgis","existing"
"2","2023-10-16 15:50:21","1697320809000","1697471421000","Gibraltar","Gibraltar","foot","arcgis","existing"
"3","2023-12-14 23:05:00","1702594980000","1702595100000","Valle Gran Rey","Playa Ingles","foot","arcgis","existing"
"4","2023-09-27 22:00:05","1695852004000","1695852005000","Aix-en-Provence outskirts","Aix-en-Provence","foot","arcgis","existing"
"5","2023-09-26 22:00:05","1695765603000","1695765605000","Albisola","Albisola","foot","arcgis","existing"
"6","2023-09-28 22:00:05","1695938404000","1695938405000","Montpellier","Montpellier","foot","arcgis","existing"
"7","2023-10-03 22:00:01","1696284005000","1696370401000","Tarragona beach","Tarragona beach","foot","arcgis","existing"
"8","2023-10-13 22:00:04","1697234401000","1697234404000","Malaga","Malaga","foot","arcgis","existing"
"9","2024-02-18 23:00:00","1708210980000","1708297200000","Corralejo","Corallejo","foot","arcgis","existing"
"10","2023-12-30 23:01:00","1703977200000","1703977260000","La Caleta","Cave","foot","arcgis","existing"
"11","2023-10-21 22:00:00","1697817294000","1697925600000","The Jungle","La Esteponera","foot","arcgis","existing"
"12","2023-12-20 23:06:00","1703113440000","1703113560000","La Caleta","Cave","foot","arcgis","existing"
"13","2023-12-18 23:01:00","1702940400000","1702940460000","Medio Beach","Hippie Cave","foot","arcgis","existing"
"14","2023-10-30 23:00:00","1698530406000","1698706800000","Ceuta","Ceuta Bus","foot","arcgis","existing"
"17","2023-12-19 23:02:00","1703026800000","1703026920000","San Sebastian Port","Los Christianos Port","ferry","arcgis","existing"
"18","2023-10-28 22:00:01","1698530400000","1698530401000","Algeciras","Ceuta","ferry","arcgis","existing"
"21","2023-10-02 22:00:03","1696284001000","1696284003000","Tarragona","Tarragona outskirts","foot","arcgis","existing"
"22","2023-11-10 17:39:58","1699527600000","1699637998000","Ceuta - La Graciosa, Day 3","Ceuta - La Graciosa, Day 4","boat","arcgis","existing"
"23","2023-11-17 23:00:04","1700262003000","1700262004000","Maspalmos","Maspalomas Dunes","foot","arcgis","existing"
"24","2023-11-18 23:00:00","1700262004000","1700348400000","Maspalomas Dunes","Las Palmas de Abajo","foot","arcgis","existing"
"25","2023-12-14 23:00:00","1702508520000","1702594800000","Cave","La Caleta","foot","arcgis","existing"
"26","2023-10-11 22:00:07","1697061606000","1697061607000","San Vincente","San Vincente","foot","arcgis","existing"
"27","2023-11-23 23:00:02","1700780401000","1700780402000","Valle Gran Rey","Playa Ingles","foot","arcgis","existing"
"28","2023-10-01 22:00:05","1696197604000","1696197605000","Barcelona","Molins de Rei","foot","arcgis","existing"
"29","2023-12-03 23:00:00","1701471604000","1701644400000","San Sebastian","San Sebastian Marina","foot","arcgis","existing"
"30","2023-12-14 23:02:00","1702594860000","1702594920000","Los Christianos Port","San Sebastian Port","ferry","arcgis","existing"
"31","2023-10-20 15:54:54","1697471421000","1697817294000","Gibraltar","The Jungle","foot","arcgis","existing"
"32","2024-02-17 23:00:00","1708124940000","1708210800000","Cotillo Beach","Cotillo","foot","arcgis","existing"
"33","2023-12-09 23:00:01","1702162800000","1702162801000","Las Lajas","Las Lajas","foot","arcgis","existing"
"35","2024-02-22 23:00:00","1708556400000","1708642800000","Playa de la Hermosas","La Pared","foot","arcgis","existing"
"36","2023-12-13 23:02:00","1702508460000","1702508520000","La Caleta","Cave","foot","arcgis","existing"
"37","2024-03-27 23:00:00","1711494780000","1711580400000","Santa Maria beach","Santa Maria","foot","arcgis","existing"
"38","2024-05-06 22:00:00","1714946880000","1715032800000","Kiel - Carola","Kiel","foot","arcgis","existing"
"39","2024-02-29 23:03:00","1709247660000","1709247780000","Arecife outskirts","Arecife outskirts","foot","arcgis","existing"
"40","2024-02-16 23:09:00","1708124880000","1708124940000","Cotillo","Cotillo Beach","foot","arcgis","existing"
"42","2023-11-21 23:00:00","1700434800000","1700607600000","Playa de Tauro","San Sebastian Port","boat","arcgis","existing"
"43","2023-11-13 23:00:01","1699916400000","1699916401000","La Graciosa - Las Palmas, Day 2","Las Palmas","foot","arcgis","existing"
"44","2024-02-24 23:03:00","1708815660000","1708815780000","Playa Blanca","Playa Mujeres","foot","arcgis","existing"
"45","2024-02-27 23:05:00","1709075040000","1709075100000","Famara","Famara dunes","foot","arcgis","existing"
"46","2023-11-13 23:00:00","1699830000000","1699916400000","La Graciosa - Las Palmas, Day 1","La Graciosa - Las Palmas, Day 2","boat","arcgis","existing"
"47","2024-02-29 23:00:00","1709161800000","1709247600000","La Concha","Playa Honda","foot","arcgis","existing"
"48","2024-02-29 23:07:00","1709247900000","1709248020000","Arecife - Las Palmas","SY Thinking of Dave","ferry","arcgis","existing"
"50","2024-03-15 23:00:00","1710457680000","1710543600000","Fontainhas","Cruzinha","foot","arcgis","existing"
"51","2024-02-25 23:03:00","1708902060000","1708902180000","Puerto Calero","Playa Quemada","foot","arcgis","existing"
"52","2024-02-25 23:00:00","1708815780000","1708902000000","Playa Mujeres","Marina Rubicon","foot","arcgis","existing"
"53","2024-03-22 23:00:00","1710544140000","1711148400000","Mindelo Marina","Mindelp - Sal, Day 1","boat","arcgis","existing"
"54","2024-04-13 22:00:00","1712959680000","1713045600000","Cap","Outside of Cap","foot","arcgis","existing"
"55","2023-12-05 23:00:05","1701817204000","1701817205000","Las Galettas","Las Galettas Beach","foot","arcgis","existing"
"56","2023-12-03 23:00:03","1701644401000","1701644403000","Los Christianos","Los Christianos Beach","foot","arcgis","existing"
"57","2024-03-12 23:06:00","1710284640000","1710284760000","Cova Paul","Pico da Cruz","foot","arcgis","existing"
"58","2024-02-18 23:08:00","1708297620000","1708297680000","Autovia","Playa el Salmo","foot","arcgis","existing"
"60","2023-11-18 23:00:06","1700348405000","1700348406000","Random playa","Random beach","foot","arcgis","existing"
"61","2023-11-23 23:00:00","1700608801000","1700780400000","San Sebastian","San Sebastian Outskirts","foot","arcgis","existing"
"62","2023-12-01 23:00:00","1701385200000","1701471600000","Los Chapines","Vallehermoso","foot","arcgis","existing"
"63","2024-05-14 22:06:00","1715724240000","1715724360000","Bad Schandau","Bad Schandau","foot","arcgis","existing"
"64","2024-03-14 23:08:00","1710457620000","1710457680000","Ponta do Sol","Fontainhas","foot","arcgis","existing"
"65","2023-11-21 23:20:01","1700607600000","1700608801000","San Sebastian Port","San Sebastian","foot","arcgis","existing"
"67","2023-10-28 22:00:06","1698530401000","1698530406000","Ceuta","Ceuta","foot","arcgis","existing"
"68","2023-11-29 23:00:04","1701298802000","1701298804000","Middle of the island","Middle of the island","foot","arcgis","existing"
"69","2024-04-05 22:07:00","1712354700000","1712354820000","Dakhla","Dakhla","foot","arcgis","existing"
"70","2024-05-02 22:01:00","1714687200000","1714687260000","La Courneuve","Reststop Courneuve","foot","arcgis","existing"
"71","2023-12-01 23:00:04","1701471603000","1701471604000","San Sebastian","San Sebastian","foot","arcgis","existing"
"72","2024-03-28 23:12:00","1711667460000","1711667520000","Dakar","Khalil's house","foot","arcgis","existing"
"73","2023-11-29 23:00:00","1700780402000","1701298800000","Playa Ingles","La Calera","foot","arcgis","existing"
"74","2023-11-12 23:00:00","1699717800000","1699830000000","La Graciosa","La Graciosa - Las Palmas, Day 1","boat","arcgis","existing"
"75","2024-04-25 22:01:00","1714082400000","1714082460000","Madrid outskirts north","Madrid outskirts autovia","foot","arcgis","existing"
"76","2023-12-03 23:00:01","1701644400000","1701644401000","San Sebastian Marina","Los Christianos","boat","arcgis","existing"
"77","2024-02-15 23:03:00","1708038060000","1708038180000","Ajuy","Playa Solapa","foot","arcgis","existing"
"78","2023-11-09 11:00:00","1699441200000","1699527600000","Ceuta - La Graciosa, Day 2","Ceuta - La Graciosa, Day 3","boat","arcgis","existing"
"80","2024-04-12 22:08:00","1712959620000","1712959680000","Cap","Cap","foot","arcgis","existing"
"81","2024-03-13 23:00:00","1710284760000","1710370800000","Pico da Cruz","Praia di Gi","foot","arcgis","existing"
"82","2024-02-28 23:10:00","1709161740000","1709161800000","Playa Honda","La Concha","foot","arcgis","existing"
"83","2023-09-28 22:00:04","1695938403000","1695938404000","Montpellier Est","Montpellier","car","arcgis","existing"
"84","2024-02-17 23:03:00","1708210860000","1708210980000","Corralejo","Corralejo","foot","arcgis","existing"
"85","2024-05-13 22:00:00","1715551860000","1715637600000","Next to rest stop","Rest stop Madgeburg","foot","arcgis","existing"
"86","2023-11-29 23:00:07","1701298805000","1701298807000","Vallehermoso outskirts","Vallehermoso","foot","arcgis","existing"
"87","2024-03-02 23:00:00","1709248020000","1709420400000","SY Thinking of Dave","Las Palmas - Mindelo, Day 1","boat","arcgis","existing"
"88","2023-11-30 23:00:00","1701298807000","1701385200000","Vallehermoso","Los Chapines","foot","arcgis","existing"
"89","2024-02-21 23:00:00","1708470060000","1708556400000","Cave","Playa de la Hermosas","foot","arcgis","existing"
"90","2024-02-25 23:01:00","1708902000000","1708902060000","Marina Rubicon","Puerto Calero","boat","arcgis","existing"
"91","2024-03-26 23:13:00","1711494120000","1711494780000","Santa Maria","Santa Maria beach","foot","arcgis","existing"
"93","2024-03-23 23:00:00","1711148400000","1711234800000","Mindelp - Sal, Day 1","Palmeira anchorage","boat","arcgis","existing"
"94","2024-04-09 22:03:00","1712700060000","1712700180000","Agadir outskirts","Agadir outskirts","foot","arcgis","existing"
"95","2023-12-05 23:00:03","1701817201000","1701817203000","El Teide","Montana Blanca","foot","arcgis","existing"
"96","2024-04-14 22:07:00","1713132360000","1713132420000","Rest area","Rest stop","foot","arcgis","existing"
"97","2023-10-14 22:00:09","1697320808000","1697320809000","La Linea de la Conception","Gibraltar","foot","arcgis","existing"
"98","2024-02-29 23:05:00","1709247840000","1709247900000","Arecife port","Arecife - Las Palmas","ferry","arcgis","existing"
"99","2023-10-22 22:00:00","1697925600000","1698012000000","La Esteponera","The Jungle","foot","arcgis","existing"
"100","2024-05-05 22:08:00","1714946820000","1714946880000","Kiel","Kiel - Carola","foot","arcgis","existing"
"101","2024-05-03 22:10:00","1714774140000","1714774200000","DÃƒÂ¼sseldorf","Lola","foot","arcgis","existing"
"102","2023-11-19 23:00:00","1700348406000","1700434800000","Random beach","Playa de Tauro","foot","arcgis","existing"
"103","2023-10-03 22:00:12","1696370411000","1696370412000","Valencia","Valencia","foot","arcgis","existing"
"104","2024-04-11 22:02:00","1712872860000","1712872920000","Imsouane","Imsouane","foot","arcgis","existing"
"105","2024-05-12 22:00:00","1715464980000","1715551200000","MalmÃƒÂ¶ ferry port","TravermÃƒÂ¼nde","ferry","arcgis","existing"
"106","2024-04-12 22:00:00","1712872920000","1712959200000","Imsouane","Imsouane exit","foot","arcgis","existing"
"107","2024-04-13 22:07:00","1713045960000","1713046020000","Casalanca Park","Casablanca","foot","arcgis","existing"
"108","2024-02-26 23:00:00","1708902180000","1708988400000","Playa Quemada","Playa Quemada","foot","arcgis","existing"
"109","2023-12-27 23:00:00","1703631660000","1703718000000","Playa Teresitas","Playa Benijo","rentalCar","arcgis","existing"
"110","2024-05-05 22:00:00","1714860420000","1714946400000","Marie","Enschede","foot","arcgis","existing"
"111","2023-12-05 23:00:01","1701817200000","1701817201000","Montana Blanca","El Teide","foot","arcgis","existing"
"112","2024-04-22 22:00:00","1713737100000","1713823200000","Malaga Castillo","Gasolina autovia","foot","arcgis","existing"
"113","2024-03-06 23:00:00","1709679600000","1709766000000","Las Palmas - Mindelo, Day 4","Las Palmas - Mindelo, Day 5","boat","arcgis","existing"
"114","2024-05-06 22:08:00","1715033100000","1715033280000","Folkets Park","MalmÃƒÂ¶ train station","foot","arcgis","existing"
"115","2024-03-04 23:00:00","1709506800000","1709593200000","Las Palmas - Mindelo, Day 2","Las Palmas - Mindelo, Day 3","boat","arcgis","existing"
"116","2024-04-15 22:00:00","1713132780000","1713218400000","The Jungle","La Linea","foot","arcgis","existing"
"117","2024-04-15 22:03:00","1713218460000","1713218580000","Malaga airport","Malaga Airport","foot","arcgis","existing"
"118","2024-04-14 22:11:00","1713132600000","1713132660000","Tanger port","Tarifa","ferry","arcgis","existing"
"119","2023-12-11 23:00:01","1702335600000","1702335601000","Marina Amarilla","San Miguel","foot","arcgis","existing"
"120","2024-03-03 23:00:00","1709420400000","1709506800000","Las Palmas - Mindelo, Day 1","Las Palmas - Mindelo, Day 2","boat","arcgis","existing"
"121","2024-05-13 22:06:00","1715637900000","1715637960000","Festung KÃƒÂ¶nigsstein","Quirl","foot","arcgis","existing"
"122","2024-05-06 22:04:00","1715032980000","1715033040000","MalmÃƒÂ¶ outskirts","MalmÃƒÂ¶ Ikea","foot","arcgis","existing"
"123","2023-12-19 23:00:00","1702940460000","1703026800000","Hippie Cave","San Sebastian Port","friends","arcgis","existing"
"124","2024-04-03 22:00:00","1712009220000","1712181600000","Fishing village","Middle of nowhere","foot","arcgis","existing"
"125","2024-04-21 22:00:00","1713564060000","1713736800000","Charco de la virgen","Tolox","foot","arcgis","existing"
"126","2024-04-25 22:08:00","1714082820000","1714082880000","Bilbao","Bilbao - Kristina","foot","arcgis","existing"
"127","2024-04-01 00:01:00","1711667520000","1711929660000","Khalil's house","Dakar Autovia","foot","arcgis","existing"
"128","2024-02-24 23:01:00","1708815600000","1708815660000","Corralejo port","Playa Blanca","ferry","arcgis","existing"
"129","2024-04-14 22:13:00","1713132720000","1713132780000","La Linea","The Jungle","foot","arcgis","existing"
"130","2024-05-15 22:03:00","1715810520000","1715810580000","Usti nad Labem","Usti nad Labem highway","foot","arcgis","existing"
"131","2024-03-07 23:00:00","1709766000000","1709852400000","Las Palmas - Mindelo, Day 5","Las Palmas - Mindelo, Day 6","boat","arcgis","existing"
"132","2024-03-05 23:00:00","1709593200000","1709679600000","Las Palmas - Mindelo, Day 3","Las Palmas - Mindelo, Day 4","boat","arcgis","existing"
"133","2024-05-12 22:09:00","1715551680000","1715551740000","Hannover","Rest stop Hannover","foot","arcgis","existing"
"134","2024-02-23 23:06:00","1708729500000","1708729560000","Corralejo","Corralejo","foot","arcgis","existing"
"135","2024-02-20 23:01:00","1708470000000","1708470060000","Playa Garcey","Cave","foot","arcgis","existing"
"137","2024-05-14 22:00:00","1715637960000","1715724000000","Quirl","KÃƒÂ¶nigstein","foot","arcgis","existing"
"138","2023-09-27 22:00:00","1695765605000","1695852000000","Albisola","Savona","car","arcgis","existing"
"139","2024-04-14 22:10:00","1713132540000","1713132600000","Tanger port","Tanger port","foot","arcgis","existing"
"140","2024-05-19 22:05:00","1716156240000","1716156300000","Heilsbronn","Bonnhof","foot","arcgis","existing"
"141","2024-05-15 22:10:00","1715810700000","1715811000000","Prague","Prague","foot","arcgis","existing"
"142","2024-05-04 22:07:00","1714860300000","1714860420000","Enschede Highway","Marie","foot","arcgis","existing"
"143","2024-02-14 23:00:00","1707865200000","1707951600000","Tenerife - Fuerteventura, Day 1","Gran Tarajal","boat","arcgis","existing"
"144","2024-03-10 23:00:00","1710025200000","1710111600000","Las Palmas - Mindelo, Day 8","Mindelo Marina","boat","arcgis","existing"
"145","2024-02-24 23:00:00","1708729560000","1708815600000","Corralejo","Corralejo port","foot","arcgis","existing"
"146","2024-03-09 23:00:00","1709938800000","1710025200000","Las Palmas - Mindelo, Day 7","Las Palmas - Mindelo, Day 8","boat","arcgis","existing"
"147","2024-04-21 22:05:00","1713736980000","1713737100000","Malaga ourskirts","Malaga Castillo","foot","arcgis","existing"
"148","2023-10-01 22:00:02","1696197601000","1696197602000","Figueres","Macanet de Selva","car","arcgis","existing"
"149","2024-04-01 22:07:00","1712009160000","1712009220000","Middle of nowhere","Fishing village","foot","arcgis","existing"
"150","2024-04-22 22:03:00","1713823260000","1713823380000","Estacion de servicio","Middle of nowhere","foot","arcgis","existing"
"151","2024-04-19 22:01:00","1713564000000","1713564060000","Tolox","Charco de la virgen","foot","arcgis","existing"
"152","2024-04-14 22:00:00","1713046020000","1713132000000","Casablanca","Casablanca highway entrance","foot","arcgis","existing"
"153","2024-03-08 23:00:00","1709852400000","1709938800000","Las Palmas - Mindelo, Day 6","Las Palmas - Mindelo, Day 7","boat","arcgis","existing"
"154","2024-03-12 23:02:00","1710284460000","1710284520000","Porto Novo port","Porto Novo","foot","arcgis","existing"
"155","2024-05-12 22:03:00","1715551260000","1715551380000","Rest stop","Forest next to rest stop","foot","arcgis","existing"
"156","2024-03-28 23:00:00","1711580940000","1711666800000","Shark Bay","Pedra Lume","foot","arcgis","existing"
"157","2024-02-26 23:04:00","1708988580000","1708988640000","Arecife","Arecife Marina","foot","arcgis","existing"
"158","2024-03-12 23:00:00","1710111600000","1710284400000","Mindelo Marina","Mindelo Port","foot","arcgis","existing"
"159","2024-03-12 23:01:00","1710284400000","1710284460000","Mindelo Port","Porto Novo port","ferry","arcgis","existing"
"160","2024-05-12 22:05:00","1715551380000","1715551500000","Forest next to rest stop","Rest stop","foot","arcgis","existing"
"161","2024-03-27 23:09:00","1711580820000","1711580940000","Pedra Lume","Shark Bay","foot","arcgis","existing"
"162","2023-09-28 22:00:01","1695938400000","1695938401000","Arles","Nimes","car","arcgis","existing"
"163","2024-04-01 22:04:00","1712008980000","1712009040000","Border Mauritania","Border Mauritania","foot","arcgis","existing"
"164","2024-05-12 22:11:00","1715551800000","1715551860000","Rest stop Magdeburg","Next to rest stop","foot","arcgis","existing"
"165","2024-03-28 23:10:00","1711666980000","1711667400000","Sal Airport","Dakar Airport","plane","arcgis","existing"
"166","2024-03-24 23:00:00","1711234800000","1711321200000","Palmeira anchorage","Palmeira beach","foot","arcgis","existing"
"167","2024-03-15 23:09:00","1710544020000","1710544140000","Mindelo port","Mindelo Marina","foot","arcgis","existing"
"168","2024-04-24 22:00:00","1713909660000","1713996000000","Madrid","Madrid","foot","arcgis","existing"
"169","2024-02-28 23:07:00","1709161560000","1709161620000","Yaiza","Yaiza Autovia","foot","arcgis","existing"
"170","2024-03-15 23:07:00","1710543840000","1710544020000","Porto Novo port","Mindelo port","ferry","arcgis","existing"
"171","2023-12-18 23:00:00","1702767600000","1702940400000","Playa Ingles","Medio Beach","friends","arcgis","existing"
"172","2023-10-03 22:00:05","1696370404000","1696370405000","Tarragona autostrada","Cambrils","car","arcgis","existing"
"173","2023-10-03 22:00:04","1696370403000","1696370404000","Tarragona","Tarragona autostrada","car","arcgis","existing"
"174","2023-09-27 22:00:03","1695852001000","1695852003000","Le Luc","Aix-en-Provence","car","arcgis","existing"
"175","2023-12-15 23:00:00","1702595100000","1702681200000","Playa Ingles","Mirador de El Santo","friends","arcgis","existing"
"176","2023-10-02 22:00:00","1696197605000","1696284000000","Molins de Rei","Gelida","car","arcgis","existing"
"177","2023-09-27 22:00:04","1695852003000","1695852004000","Aix-en-Provence","Aix-en-Provence outskirts","car","arcgis","existing"
"178","2023-09-28 22:00:03","1695938401000","1695938403000","Nimes","Montpellier Est","car","arcgis","existing"
"179","2023-10-03 22:00:06","1696370405000","1696370406000","Cambrils","Amposta","car","arcgis","existing"
"180","2023-10-01 22:00:00","1695938405000","1696197600000","Montpellier","Perpignan","car","arcgis","existing"
"181","2023-09-28 22:00:00","1695852005000","1695938400000","Aix-en-Provence","Arles","car","arcgis","existing"
"182","2023-12-19 23:03:00","1703026920000","1703026980000","Los Christianos Port","Los Christianos Beach","friends","arcgis","existing"
"183","2023-10-02 22:00:01","1696284000000","1696284001000","Gelida","Tarragona","car","arcgis","existing"
"184","2023-10-03 22:00:03","1696370401000","1696370403000","Tarragona beach","Tarragona","car","arcgis","existing"
"185","2023-12-20 23:03:00","1703113260000","1703113380000","Puerto de la Cruz","Santa Cruz","rentalCar","arcgis","existing"
"186","2023-10-02 22:00:04","1696284003000","1696284004000","Tarragona outskirts","Tarragona beach","car","arcgis","existing"
"187","2023-12-16 23:00:00","1702681200000","1702767600000","Mirador de El Santo","Playa Ingles","friends","arcgis","existing"
"188","2023-09-26 22:00:01","1695765600000","1695765601000","Calmasino","Sirmione","car","arcgis","existing"
"189","2023-10-01 22:00:01","1696197600000","1696197601000","Perpignan","Figueres","car","arcgis","existing"
"190","2023-10-30 23:00:03","1698706801000","1698706803000","Ceuta border","Tetouan","bus","arcgis","existing"
"191","2023-10-01 22:00:04","1696197602000","1696197604000","Macanet de Selva","Barcelona","car","arcgis","existing"
"192","2023-12-12 23:00:01","1702335601000","1702422001000","San Miguel","Los Christianos Beach","bus","arcgis","existing"
"193","2023-11-18 23:00:05","1700348403000","1700348405000","El Tablero","Random playa","car","arcgis","existing"
"194","2023-12-20 23:01:00","1703113200000","1703113260000","Santiago de Teide","Puerto de la Cruz","friends","arcgis","existing"
"195","2023-11-18 23:00:01","1700348400000","1700348401000","Las Palmas de Abajo","Sonneland","car","arcgis","existing"
"196","2023-12-14 23:01:00","1702594800000","1702594860000","La Caleta","Los Christianos Port","friends","arcgis","existing"
"197","2024-02-16 23:00:00","1708038180000","1708124400000","Playa Solapa","Pajara","car","arcgis","existing"
"198","2023-11-17 23:00:00","1699916401000","1700262000000","Las Palmas","Telde","car","arcgis","existing"
"199","2023-11-17 23:00:03","1700262000000","1700262003000","Telde","Maspalmos","car","arcgis","existing"
"200","2023-10-03 22:00:08","1696370407000","1696370408000","Vinaros autovia","Vinaros","car","arcgis","existing"
"201","2023-11-01 23:00:01","1698706803000","1698879601000","Tetouan","Ceuta border","bus","arcgis","existing"
"202","2024-02-15 23:01:00","1708038000000","1708038060000","Tuneje","Ajuy","car","arcgis","existing"
"203","2023-12-13 23:01:00","1702508400000","1702508460000","Playa de San Juan","La Caleta","friends","arcgis","existing"
"204","2023-10-11 22:00:06","1697061605000","1697061606000","Alicante outskirts","San Vincente","car","arcgis","existing"
"205","2023-10-12 22:00:08","1697148007000","1697148008000","Macael","Olula del Rio","car","arcgis","existing"
"206","2023-10-28 22:00:00","1698012000000","1698530400000","The Jungle","Algeciras","bus","arcgis","existing"
"209","2023-10-12 22:00:06","1697148005000","1697148006000","Puerto Lumbreras","Vera","car","arcgis","existing"
"210","2024-02-16 23:08:00","1708124820000","1708124880000","Lajares","Cotillo","car","arcgis","existing"
"211","2023-10-03 22:00:11","1696370410000","1696370411000","Valencia autostrada","Valencia","car","arcgis","existing"
"212","2023-10-03 22:00:09","1696370408000","1696370409000","Vinaros","Oropesa","car","arcgis","existing"
"213","2023-10-14 22:00:04","1697320802000","1697320804000","Cala de Mijas","Marbella","car","arcgis","existing"
"214","2023-10-03 22:00:07","1696370406000","1696370407000","Amposta","Vinaros autovia","car","arcgis","existing"
"215","2023-10-14 22:00:06","1697320804000","1697320806000","Marbella","Marbella bus terminal","car","arcgis","existing"
"216","2023-10-11 22:00:01","1697061600000","1697061601000","Denia","Benisa","car","arcgis","existing"
"217","2023-10-12 22:00:03","1697148002000","1697148003000","La Paz","Alhama de Murcia","car","arcgis","existing"
"218","2024-02-16 23:01:00","1708124400000","1708124460000","Pajara","Betancuria","car","arcgis","existing"
"219","2024-02-16 23:05:00","1708124640000","1708124700000","Llanos de La Conception","Tefia","car","arcgis","existing"
"220","2024-02-16 23:04:00","1708124460000","1708124640000","Betancuria","Llanos de La Conception","car","arcgis","existing"
"221","2024-02-16 23:07:00","1708124760000","1708124820000","El Caidero","Lajares","car","arcgis","existing"
"222","2023-12-30 23:00:00","1703890800000","1703977200000","El Medano","La Caleta","rentalCar","arcgis","existing"
"223","2023-10-11 22:00:03","1697061601000","1697061603000","Benisa","Altea","car","arcgis","existing"
"224","2023-10-12 22:00:02","1697148000000","1697148002000","Murcia","La Paz","car","arcgis","existing"
"225","2023-11-29 23:00:01","1701298800000","1701298801000","La Calera","El Guro","car","arcgis","existing"
"226","2024-02-18 23:01:00","1708297200000","1708297260000","Corallejo","Puerto de Rosario","car","arcgis","existing"
"227","2024-02-27 23:04:00","1709074980000","1709075040000","Soo","Famara","car","arcgis","existing"
"228","2023-12-26 23:00:00","1703545260000","1703631600000","Las Lajas","Teide","rentalCar","arcgis","existing"
"229","2023-10-14 22:00:08","1697320807000","1697320808000","San Roque","La Linea de la Conception","car","arcgis","existing"
"230","2023-11-29 23:00:02","1701298801000","1701298802000","El Guro","Middle of the island","car","arcgis","existing"
"231","2023-12-06 23:00:00","1701817205000","1701903600000","Las Galettas Beach","Los Christianos Beach","rentalCar","arcgis","existing"
"232","2023-11-29 23:00:05","1701298804000","1701298805000","Middle of the island","Vallehermoso outskirts","car","arcgis","existing"
"233","2024-02-17 23:01:00","1708210800000","1708210860000","Cotillo","Corralejo","car","arcgis","existing"
"234","2023-12-01 23:00:01","1701471600000","1701471601000","Vallehermoso","Agulo","car","arcgis","existing"
"235","2023-10-14 22:00:02","1697320800000","1697320802000","Fuengirola","Cala de Mijas","car","arcgis","existing"
"236","2024-02-28 23:01:00","1709161200000","1709161260000","San Bartolome","Tiagua","car","arcgis","existing"
"237","2024-02-28 23:00:00","1709075100000","1709161200000","Famara dunes","San Bartolome","car","arcgis","existing"
"238","2024-03-14 23:05:00","1710457380000","1710457500000","Paul Valley","Paul outskirts","bus","arcgis","existing"
"239","2024-02-19 23:00:00","1708297680000","1708383600000","Playa el Salmo","Yeremi's house","car","arcgis","existing"
"240","2024-02-29 23:04:00","1709247780000","1709247840000","Arecife outskirts","Arecife port","car","arcgis","existing"
"241","2024-03-13 23:04:00","1710370860000","1710371040000","Paul","Praja di Gi","car","arcgis","existing"
"242","2024-02-28 23:09:00","1709161680000","1709161740000","Llanitos","Playa Honda","car","arcgis","existing"
"243","2024-04-05 22:02:00","1712354460000","1712354520000","Crossroads to Dakhla","Border Mauritania-Morocco","truck","arcgis","existing"
"244","2024-02-20 23:00:00","1708383600000","1708470000000","Yeremi's house","Playa Garcey","car","arcgis","existing"
"245","2024-03-27 23:02:00","1711580400000","1711580520000","Santa Maria","Vila Verde","car","arcgis","existing"
"246","2023-11-18 23:00:03","1700348401000","1700348403000","Sonneland","El Tablero","car","arcgis","existing"
"247","2024-04-03 22:01:00","1712181600000","1712181660000","Middle of nowhere","Nouakchott outskirts","car","arcgis","existing"
"248","2024-03-27 23:04:00","1711580520000","1711580640000","Vila Verde","Santa Maria","car","arcgis","existing"
"249","2024-04-01 22:06:00","1712009100000","1712009160000","Tiguent","Middle of nowhere","car","arcgis","existing"
"250","2024-03-14 23:03:00","1710457200000","1710457380000","Paul","Paul Valley","bus","arcgis","existing"
"251","2024-04-01 00:02:00","1711929660000","1711929720000","Dakar Autovia","Aire ","car","arcgis","existing"
"252","2024-04-03 22:03:00","1712181720000","1712181780000","Nouakchott","Nouakchott outskirts","car","arcgis","existing"
"253","2024-03-26 23:02:00","1711494000000","1711494120000","Espargo","Santa Maria","car","arcgis","existing"
"254","2024-03-26 23:00:00","1711321200000","1711494000000","Palmeira beach","Espargo","car","arcgis","existing"
"255","2024-04-01 22:03:00","1712008920000","1712008980000","Crossing to National Park","Border Mauritania","car","arcgis","existing"
"256","2024-03-14 23:07:00","1710457560000","1710457620000","Ribeira Grande","Ponta do Sol","bus","arcgis","existing"
"257","2024-04-09 00:00:00","1712354820000","1712620800000","Dakhla","Dakhla outskirts","car","arcgis","existing"
"258","2024-04-09 22:01:00","1712700000000","1712700060000","Soualem","Agadir outskirts","car","arcgis","existing"
"259","2024-04-03 22:02:00","1712181660000","1712181720000","Nouakchott outskirts","Nouakchott","car","arcgis","existing"
"260","2024-04-09 00:02:00","1712620860000","1712620920000","Roundabout Dakhla","Middle of nowhere","car","arcgis","existing"
"261","2024-04-01 22:01:00","1712008800000","1712008860000","Universidad","Crossing to Daima","car","arcgis","existing"
"262","2024-03-14 23:00:00","1710371040000","1710457200000","Praja di Gi","Paul","bus","arcgis","existing"
"263","2024-02-29 23:01:00","1709247600000","1709247660000","Playa Honda","Arecife outskirts","car","arcgis","existing"
